Run,Number,Section,Index,Time,Value
1,1,1,58,0.9667,1.7925
1,1,1,59,0.9833,-3.7864
1,1,1,60,1.0000,4.1914
1,1,1,61,1.0167,0.7804
1,1,1,62,1.0333,1.5277
1,1,1,63,1.0500,1.3827
1,1,1,64,1.0667,-0.1188
1,1,1,65,1.0833,1.3649
1,1,1,66,1.1000,2.9573
1,1,1,67,1.1167,-2.6620
1,1,1,68,1.1333,-7.7415
1,1,1,69,1.1500,7.2066
1,1,1,70,1.1667,-5.6740
1,1,1,71,1.1833,11.1174
1,1,1,72,1.2000,0.2298
1,1,1,73,1.2167,1.8637
1,1,1,74,1.2333,-10.8518
1,1,1,75,1.2500,2.5832
1,1,1,76,1.2667,6.8772
1,1,1,77,1.2833,-1.2183
1,1,1,78,1.3000,-0.7796
1,1,1,79,1.3167,1.6595
1,1,1,80,1.3333,-1.8569
1,1,1,81,1.3500,-1.1925
1,1,1,82,1.3667,1.6044
1,1,1,83,1.3833,-3.2779
1,1,1,84,1.4000,-3.9899
1,1,1,85,1.4167,0.4035
1,1,1,86,1.4333,0.0574
1,1,1,87,1.4500,5.0068
1,1,1,88,1.4667,-6.2404
1,1,1,89,1.4833,0.4666
1,1,1,90,1.5000,3.3483
1,1,1,91,1.5167,-4.5890
1,1,1,92,1.5333,8.2928
1,1,1,93,1.5500,6.0577
1,1,1,94,1.5667,-0.2851
1,1,1,95,1.5833,0.1139
1,1,1,96,1.6000,6.4403
1,1,1,97,1.6167,-0.0216
1,1,1,98,1.6333,-6.8434
1,1,1,99,1.6500,4.7914
1,1,1,100,1.6667,6.2144
1,1,1,101,1.6833,-4.0602
1,1,1,102,1.7000,9.2695
1,1,1,103,1.7167,5.8134
1,1,1,104,1.7333,4.1179
1,1,1,105,1.7500,1.9608
1,1,1,106,1.7667,1.0376
1,1,1,107,1.7833,-7.0344
1,1,1,108,1.8000,6.3307
1,1,1,109,1.8167,-2.9488
1,1,1,110,1.8333,12.7912
1,1,1,111,1.8500,1.4262
1,1,1,112,1.8667,4.9914
1,1,1,113,1.8833,-5.9836
1,1,1,114,1.9000,3.6158
1,1,1,115,1.9167,-4.1609
1,1,1,116,1.9333,-1.1366
1,1,1,117,1.9500,0.5606
1,1,1,118,1.9667,11.4153
1,1,1,119,1.9833,-7.7640
1,1,1,120,2.0000,3.6430
1,1,1,121,2.0167,4.2346
1,1,1,122,2.0333,-0.3106
1,1,1,123,2.0500,-2.2598
1,1,1,124,2.0667,-0.1646
1,1,1,125,2.0833,10.1668
1,1,1,126,2.1000,0.4164
1,1,1,127,2.1167,-1.4690
1,1,1,128,2.1333,3.6157
1,1,2,129,2.1500,7.1504
1,1,2,130,2.1667,8.6529
1,1,2,131,2.1833,13.5478
1,1,2,132,2.2000,-6.2174
1,1,2,133,2.2167,8.3187
1,1,2,134,2.2333,1.4042
1,1,2,135,2.2500,2.7488
1,1,2,136,2.2667,14.2998
1,1,2,137,2.2833,1.3253
1,1,2,138,2.3000,12.3487
1,1,2,139,2.3167,5.7115
1,1,2,140,2.3333,0.7388
1,1,2,141,2.3500,4.1151
1,1,2,142,2.3667,-0.5411
1,1,2,143,2.3833,-1.3286
1,1,2,144,2.4000,1.8339
1,1,2,145,2.4167,5.1543
1,1,2,146,2.4333,7.8051
1,1,2,147,2.4500,0.1704
1,1,2,148,2.4667,-4.8758
1,1,2,149,2.4833,-0.4562
1,1,2,150,2.5000,-1.1506
1,1,2,151,2.5167,6.1132
1,1,2,152,2.5333,1.7171
1,1,2,153,2.5500,2.9988
1,1,2,154,2.5667,1.0406
1,1,2,155,2.5833,0.5289
1,1,2,156,2.6000,10.3430
1,1,2,157,2.6167,6.8866
1,1,2,158,2.6333,5.6794
1,1,2,159,2.6500,4.2462
1,1,2,160,2.6667,5.9169
1,1,2,161,2.6833,12.8002
1,1,2,162,2.7000,11.3390
1,1,2,163,2.7167,2.1793
1,1,2,164,2.7333,7.8720
1,1,2,165,2.7500,12.0740
1,1,2,166,2.7667,21.4491
1,1,2,167,2.7833,10.3104
1,1,2,168,2.8000,17.1979
1,1,2,169,2.8167,20.4475
1,1,2,170,2.8333,7.7722
1,1,2,171,2.8500,14.1469
1,1,2,172,2.8667,21.5946
1,1,2,173,2.8833,21.4463
1,1,2,174,2.9000,21.1135
1,1,2,175,2.9167,20.0975
1,1,2,176,2.9333,13.7914
1,1,2,177,2.9500,9.6881
1,1,2,178,2.9667,21.5204
1,1,2,179,2.9833,23.1807
1,1,2,180,3.0000,27.8825
1,1,2,181,3.0167,22.9394
1,1,2,182,3.0333,25.8630
1,1,2,183,3.0500,32.5359
1,1,2,184,3.0667,25.8486
1,1,2,185,3.0833,29.7392
1,1,2,186,3.1000,23.3330
1,1,2,187,3.1167,17.6677
1,1,2,188,3.1333,32.4340
1,1,2,189,3.1500,24.5733
1,1,2,190,3.1667,28.9423
1,1,2,191,3.1833,38.6765
1,1,2,192,3.2000,24.8784
1,1,2,193,3.2167,29.5356
1,1,2,194,3.2333,28.2549
1,1,2,195,3.2500,36.9889
1,1,2,196,3.2667,29.6534
1,1,2,197,3.2833,32.2385
1,1,2,198,3.3000,27.5438
1,1,2,199,3.3167,22.4055
1,1,2,200,3.3333,26.2549
1,1,2,201,3.3500,34.9398
1,1,2,202,3.3667,32.3202
1,1,2,203,3.3833,29.3627
1,1,2,204,3.4000,32.9361
1,1,2,205,3.4167,27.1294
1,1,2,206,3.4333,35.5924
1,1,2,207,3.4500,34.6609
1,1,2,208,3.4667,27.5332
1,1,2,209,3.4833,34.4969
1,1,2,210,3.5000,33.7544
1,1,2,211,3.5167,26.8837
1,1,2,212,3.5333,25.8446
1,1,2,213,3.5500,29.1029
1,1,2,214,3.5667,25.7575
1,1,2,215,3.5833,28.4798
1,1,2,216,3.6000,28.6075
1,1,2,217,3.6167,29.5911
1,1,2,218,3.6333,30.7926
1,1,2,219,3.6500,38.4521
1,1,2,220,3.6667,27.8958
1,1,2,221,3.6833,36.9206
1,1,2,222,3.7000,31.3595
1,1,2,223,3.7167,40.0602
1,1,2,224,3.7333,35.6707
1,1,2,225,3.7500,32.7314
1,1,2,226,3.7667,34.7777
1,1,2,227,3.7833,44.9851
1,1,2,228,3.8000,43.8896
1,1,2,229,3.8167,46.1429
1,1,2,230,3.8333,39.5319
1,1,2,231,3.8500,33.1903
1,1,2,232,3.8667,47.2006
1,1,2,233,3.8833,39.9544
1,1,2,234,3.9000,36.5032
1,1,2,235,3.9167,42.8137
1,1,2,236,3.9333,47.9562
1,1,2,237,3.9500,46.6454
1,1,2,238,3.9667,50.3102
1,1,2,239,3.9833,54.1488
1,1,2,240,4.0000,50.1735
1,1,2,241,4.0167,52.6733
1,1,2,242,4.0333,55.8370
1,1,2,243,4.0500,48.6721
1,1,2,244,4.0667,52.7851
1,1,2,245,4.0833,54.2325
1,1,2,246,4.1000,51.5316
1,1,2,247,4.1167,49.6489
1,1,2,248,4.1333,56.8227
1,1,2,249,4.1500,43.7684
1,1,2,250,4.1667,58.6067
1,1,2,251,4.1833,58.0245
1,1,2,252,4.2000,53.4958
1,1,2,253,4.2167,55.9920
1,1,2,254,4.2333,49.5549
1,1,2,255,4.2500,48.2149
1,1,2,256,4.2667,56.1793
1,1,2,257,4.2833,55.7145
1,1,2,258,4.3000,57.8466
1,1,2,259,4.3167,56.8992
1,1,2,260,4.3333,49.0625
1,1,2,261,4.3500,40.4441
1,1,2,262,4.3667,47.4813
1,1,2,263,4.3833,58.0973
1,1,2,264,4.4000,51.2502
1,1,2,265,4.4167,54.5628
1,1,2,266,4.4333,54.1500
1,1,2,267,4.4500,45.0265
1,1,2,268,4.4667,53.9077
1,1,2,269,4.4833,53.1490
1,1,2,270,4.5000,51.6839
1,1,2,271,4.5167,46.7930
1,1,2,272,4.5333,50.8007
1,1,2,273,4.5500,61.6324
1,1,2,274,4.5667,55.2000
1,1,2,275,4.5833,50.4716
1,1,2,276,4.6000,57.6059
1,1,2,277,4.6167,53.9499
1,1,2,278,4.6333,48.8274
1,1,2,279,4.6500,47.8610
1,1,2,280,4.6667,45.3259
1,1,2,281,4.6833,56.5301
1,1,2,282,4.7000,59.1027
1,1,2,283,4.7167,58.7106
1,1,2,284,4.7333,64.9850
1,1,2,285,4.7500,63.0887
1,1,2,286,4.7667,52.6433
1,1,2,287,4.7833,63.3832
1,1,2,288,4.8000,60.8702
1,1,2,289,4.8167,56.3837
1,1,2,290,4.8333,62.6535
1,1,2,291,4.8500,61.2456
1,1,2,292,4.8667,66.8702
1,1,2,293,4.8833,61.6170
1,1,2,294,4.9000,58.5141
1,1,2,295,4.9167,72.1604
1,1,2,296,4.9333,68.5678
1,1,2,297,4.9500,64.4978
1,1,2,298,4.9667,77.2277
1,1,2,299,4.9833,71.9995
1,1,2,300,5.0000,67.8828
1,1,2,301,5.0167,76.7842
1,1,2,302,5.0333,66.2775
1,1,2,303,5.0500,74.7649
1,1,2,304,5.0667,64.4891
1,1,2,305,5.0833,72.6782
1,1,2,306,5.1000,73.6446
1,1,2,307,5.1167,70.9441
1,1,2,308,5.1333,76.1669
1,1,2,309,5.1500,74.4093
1,1,2,310,5.1667,82.0610
1,1,2,311,5.1833,70.8050
1,1,2,312,5.2000,80.4042
1,1,2,313,5.2167,79.8869
1,1,2,314,5.2333,80.8375
1,1,2,315,5.2500,71.3958
1,1,2,316,5.2667,76.0112
1,1,2,317,5.2833,81.7867
1,1,2,318,5.3000,78.1525
1,1,2,319,5.3167,72.9548
1,1,2,320,5.3333,79.3066
1,1,2,321,5.3500,78.7654
1,1,2,322,5.3667,75.7940
1,1,2,323,5.3833,76.1509
1,1,2,324,5.4000,77.5364
1,1,2,325,5.4167,72.6290
1,1,2,326,5.4333,78.1732
1,1,2,327,5.4500,79.2079
1,1,2,328,5.4667,65.8672
1,1,2,329,5.4833,67.6574
1,1,2,330,5.5000,64.7375
1,1,2,331,5.5167,75.4039
1,1,2,332,5.5333,86.7176
1,1,2,333,5.5500,71.3779
1,1,2,334,5.5667,80.2910
1,1,2,335,5.5833,81.3056
1,1,2,336,5.6000,69.6126
1,1,2,337,5.6167,70.8621
1,1,2,338,5.6333,80.2207
1,1,2,339,5.6500,78.9630
1,1,2,340,5.6667,79.3662
1,1,2,341,5.6833,80.7216
1,1,2,342,5.7000,78.4323
1,1,2,343,5.7167,76.7256
1,1,2,344,5.7333,77.8591
1,1,3,345,5.7500,86.8885
1,1,3,346,5.7667,82.1393
1,1,3,347,5.7833,86.4135
1,1,3,348,5.8000,80.5589
1,1,3,349,5.8167,85.5600
1,1,3,350,5.8333,82.9552
1,1,3,351,5.8500,83.9092
1,1,3,352,5.8667,87.1574
1,1,3,353,5.8833,81.3217
1,1,3,354,5.9000,96.9956
1,1,3,355,5.9167,91.3351
1,1,3,356,5.9333,81.9075
1,1,3,357,5.9500,83.6240
1,1,3,358,5.9667,89.9962
1,1,3,359,5.9833,93.8127
1,1,3,360,6.0000,91.6641
1,1,3,361,6.0167,85.3687
1,1,3,362,6.0333,86.0150
1,1,3,363,6.0500,88.8724
1,1,3,364,6.0667,85.7923
1,1,3,365,6.0833,90.9538
1,1,3,366,6.1000,89.3677
1,1,3,367,6.1167,87.4045
1,1,3,368,6.1333,90.6732
1,1,3,369,6.1500,98.1822
1,1,3,370,6.1667,91.3663
1,1,3,371,6.1833,90.4554
1,1,3,372,6.2000,87.9995
1,1,3,373,6.2167,83.5723
1,1,3,374,6.2333,89.5013
1,1,3,375,6.2500,86.8573
1,1,3,376,6.2667,91.9360
1,1,3,377,6.2833,81.2090
1,1,3,378,6.3000,90.4646
1,1,3,379,6.3167,90.5130
1,1,3,380,6.3333,75.6114
1,1,3,381,6.3500,91.6559
1,1,3,382,6.3667,80.1280
1,1,3,383,6.3833,77.6053
1,1,3,384,6.4000,80.8154
1,1,3,385,6.4167,77.9608
1,1,3,386,6.4333,81.1966
1,1,3,387,6.4500,81.6820
1,1,3,388,6.4667,91.7561
1,1,3,389,6.4833,74.2747
1,1,3,390,6.5000,81.8536
1,1,3,391,6.5167,89.9131
1,1,3,392,6.5333,79.4128
1,1,3,393,6.5500,81.4106
1,1,3,394,6.5667,79.6840
1,1,3,395,6.5833,78.8299
1,1,3,396,6.6000,85.6358
1,1,3,397,6.6167,85.4645
1,1,3,398,6.6333,89.7798
1,1,3,399,6.6500,83.6479
1,1,3,400,6.6667,84.1538
1,1,3,401,6.6833,70.8241
1,1,3,402,6.7000,78.1479
1,1,3,403,6.7167,82.0071
1,1,3,404,6.7333,76.8394
1,1,3,405,6.7500,78.5135
1,1,3,406,6.7667,83.2743
1,1,3,407,6.7833,81.1525
1,1,3,408,6.8000,75.6985
1,1,3,409,6.8167,87.0276
1,1,3,410,6.8333,89.0812
1,1,3,411,6.8500,86.0540
1,1,3,412,6.8667,74.5309
1,1,3,413,6.8833,77.3268
1,1,3,414,6.9000,86.7199
1,1,3,415,6.9167,90.1386
1,1,3,416,6.9333,91.9006
1,1,3,417,6.9500,88.8606
1,1,3,418,6.9667,79.5426
1,1,3,419,6.9833,91.6010
1,1,3,420,7.0000,94.9882
1,1,3,421,7.0167,91.8686
1,1,3,422,7.0333,87.9659
1,1,3,423,7.0500,80.9022
1,1,3,424,7.0667,96.7541
1,1,3,425,7.0833,87.2854
1,1,3,426,7.1000,93.7048
1,1,3,427,7.1167,81.0479
1,1,3,428,7.1333,85.5837
1,1,3,429,7.1500,84.9047
1,1,3,430,7.1667,93.7506
1,1,3,431,7.1833,88.2356
1,1,3,432,7.2000,83.5135
1,1,3,433,7.2167,86.3455
1,1,3,434,7.2333,91.7074
1,1,3,435,7.2500,88.4651
1,1,3,436,7.2667,97.3180
1,1,3,437,7.2833,85.3232
1,1,3,438,7.3000,76.3691
1,1,3,439,7.3167,90.4126
1,1,3,440,7.3333,86.2741
1,1,3,441,7.3500,76.9508
1,1,3,442,7.3667,93.1289
1,1,3,443,7.3833,87.1301
1,1,3,444,7.4000,84.3013
1,1,3,445,7.4167,86.8591
1,1,3,446,7.4333,76.0523
1,1,3,447,7.4500,76.7482
1,1,3,448,7.4667,86.3731
1,1,3,449,7.4833,88.5408
1,1,3,450,7.5000,78.6570
1,1,3,451,7.5167,69.1196
1,1,3,452,7.5333,89.0897
1,1,3,453,7.5500,69.8970
1,1,3,454,7.5667,82.7890
1,1,3,455,7.5833,82.0499
1,1,3,456,7.6000,79.9977
1,1,3,457,7.6167,64.8106
1,1,3,458,7.6333,85.5291
1,1,3,459,7.6500,76.5847
1,1,3,460,7.6667,82.9212
1,1,3,461,7.6833,75.2617
1,1,3,462,7.7000,77.6162
1,1,3,463,7.7167,83.3138
1,1,3,464,7.7333,82.1015
1,1,3,465,7.7500,84.2292
1,1,3,466,7.7667,89.6136
1,1,3,467,7.7833,90.2007
1,1,3,468,7.8000,84.5838
1,1,3,469,7.8167,81.2819
1,1,3,470,7.8333,85.5612
1,1,3,471,7.8500,78.9079
1,1,3,472,7.8667,89.4132
1,1,3,473,7.8833,83.0198
1,1,3,474,7.9000,87.4808
1,1,3,475,7.9167,84.7946
1,1,3,476,7.9333,92.0503
1,1,3,477,7.9500,81.1933
1,1,3,478,7.9667,96.7556
1,1,3,479,7.9833,95.4260
1,1,3,480,8.0000,81.4709
1,1,3,481,8.0167,86.5336
1,1,3,482,8.0333,90.4351
1,1,3,483,8.0500,87.2167
1,1,3,484,8.0667,92.0658
1,1,3,485,8.0833,89.7195
1,1,3,486,8.1000,83.4360
1,1,3,487,8.1167,96.4548
1,1,3,488,8.1333,99.0000
1,1,3,489,8.1500,86.6852
1,1,3,490,8.1667,86.5822
1,1,3,491,8.1833,92.1365
1,1,3,492,8.2000,91.4771
1,1,3,493,8.2167,87.0547
1,1,3,494,8.2333,93.5031
1,1,3,495,8.2500,89.3732
1,1,3,496,8.2667,97.4496
1,1,3,497,8.2833,80.4947
1,1,3,498,8.3000,91.7306
1,1,3,499,8.3167,94.7404
1,1,3,500,8.3333,76.6956
1,1,3,501,8.3500,86.7462
1,1,3,502,8.3667,86.1259
1,1,3,503,8.3833,80.8618
1,1,3,504,8.4000,77.1155
1,1,3,505,8.4167,73.0553
1,1,3,506,8.4333,85.5427
1,1,3,507,8.4500,70.3298
1,1,3,508,8.4667,86.2115
1,1,3,509,8.4833,86.4033
1,1,3,510,8.5000,76.2154
1,1,3,511,8.5167,68.3547
1,1,3,512,8.5333,85.4055
1,1,3,513,8.5500,73.2914
1,1,3,514,8.5667,84.7028
1,1,3,515,8.5833,81.7265
1,1,3,516,8.6000,77.9594
1,1,3,517,8.6167,74.1494
1,1,3,518,8.6333,82.0668
1,1,3,519,8.6500,86.0479
1,1,3,520,8.6667,81.5602
1,1,3,521,8.6833,74.1139
1,1,3,522,8.7000,74.6501
1,1,3,523,8.7167,83.3312
1,1,3,524,8.7333,77.6371
1,1,3,525,8.7500,85.0708
1,1,3,526,8.7667,78.9171
1,1,3,527,8.7833,78.2558
1,1,3,528,8.8000,79.2484
1,1,3,529,8.8167,79.8889
1,1,3,530,8.8333,89.4062
1,1,3,531,8.8500,88.4512
1,1,3,532,8.8667,80.0825
1,1,3,533,8.8833,83.5366
1,1,3,534,8.9000,87.2352
1,1,3,535,8.9167,94.9389
1,1,3,536,8.9333,88.0511
1,1,3,537,8.9500,89.4721
1,1,3,538,8.9667,90.6936
1,1,3,539,8.9833,82.8542
1,1,3,540,9.0000,85.0706
1,1,3,541,9.0167,92.2314
1,1,3,542,9.0333,93.1546
1,1,3,543,9.0500,88.8984
1,1,3,544,9.0667,91.2690
1,1,3,545,9.0833,92.0603
1,1,3,546,9.1000,93.7050
1,1,3,547,9.1167,88.4401
1,1,3,548,9.1333,89.9713
1,1,3,549,9.1500,96.5170
1,1,3,550,9.1667,92.2968
1,1,3,551,9.1833,93.0770
1,1,3,552,9.2000,78.9070
1,1,3,553,9.2167,91.9051
1,1,3,554,9.2333,89.9384
1,1,3,555,9.2500,93.9066
1,1,3,556,9.2667,83.7703
1,1,3,557,9.2833,88.8427
1,1,3,558,9.3000,87.3389
1,1,3,559,9.3167,85.1513
1,1,3,560,9.3333,90.4480
1,1,3,561,9.3500,85.4560
1,1,3,562,9.3667,86.7083
1,1,3,563,9.3833,85.2869
1,1,3,564,9.4000,85.8212
1,1,3,565,9.4167,79.1210
1,1,3,566,9.4333,81.8058
1,1,3,567,9.4500,82.4996
1,1,3,568,9.4667,80.7978
1,1,3,569,9.4833,82.4421
1,1,3,570,9.5000,80.0466
1,1,3,571,9.5167,82.0172
1,1,3,572,9.5333,82.9343
1,1,3,573,9.5500,88.5946
1,1,3,574,9.5667,78.2400
1,1,3,575,9.5833,80.2627
1,1,3,576,9.6000,75.5090
1,1,3,577,9.6167,74.7795
1,1,3,578,9.6333,68.3899
1,1,3,579,9.6500,71.7754
1,1,3,580,9.6667,86.4943
1,1,3,581,9.6833,91.5242
1,1,3,582,9.7000,81.8982
1,1,3,583,9.7167,77.4211
1,1,3,584,9.7333,82.2592
1,1,3,585,9.7500,80.8316
1,1,3,586,9.7667,80.9781
1,1,3,587,9.7833,83.9322
1,1,3,588,9.8000,82.4493
1,1,3,589,9.8167,82.5934
1,1,3,590,9.8333,84.2677
1,1,3,591,9.8500,88.8282
1,1,3,592,9.8667,82.8427
1,1,3,593,9.8833,78.2057
1,1,3,594,9.9000,96.0085
1,1,3,595,9.9167,85.8827
1,1,3,596,9.9333,90.6812
1,1,3,597,9.9500,89.7273
1,1,3,598,9.9667,89.4657
1,1,3,599,9.9833,90.0730
1,2,1,1,0.0167,0.7215
1,2,1,2,0.0333,3.5498
1,2,1,3,0.0500,-0.1297
1,2,1,4,0.0667,4.7486
1,2,1,5,0.0833,-0.1998
1,2,1,6,0.1000,-7.5270
1,2,1,7,0.1167,1.8775
1,2,1,8,0.1333,-10.3584
1,2,1,9,0.1500,2.5702
1,2,1,10,0.1667,0.4036
1,2,1,11,0.1833,-3.2397
1,2,1,12,0.2000,1.6640
1,2,1,13,0.2167,2.5246
1,2,1,14,0.2333,-7.9234
1,2,1,15,0.2500,-4.5583
1,2,1,16,0.2667,1.5607
1,2,1,17,0.2833,-2.1220
1,2,1,18,0.3000,0.3055
1,2,1,19,0.3167,5.2893
1,2,1,20,0.3333,-2.1961
1,2,1,21,0.3500,3.6966
1,2,1,22,0.3667,5.7840
1,2,1,23,0.3833,-5.7201
1,2,1,24,0.4000,1.6591
1,2,1,25,0.4167,2.2551
1,2,1,26,0.4333,7.0146
1,2,1,27,0.4500,-2.9050
1,2,1,28,0.4667,-4.5995
1,2,1,29,0.4833,-0.4577
1,2,1,30,0.5000,-6.0084
1,2,1,31,0.5167,-6.2289
1,2,1,32,0.5333,-1.4602
1,2,1,33,0.5500,-1.1940
1,2,1,34,0.5667,-6.1670
1,2,1,35,0.5833,6.9002
1,2,1,36,0.6000,-2.5211
1,2,1,37,0.6167,-5.9946
1,2,1,38,0.6333,5.8764
1,2,1,39,0.6500,-1.2947
1,2,1,40,0.6667,-2.7510
1,2,1,41,0.6833,-4.9104
1,2,1,42,0.7000,3.5005
1,2,1,43,0.7167,8.8186
1,2,1,44,0.7333,-3.9128
1,2,1,45,0.7500,-1.1996
1,2,1,46,0.7667,-5.8841
1,2,1,47,0.7833,-4.1107
1,2,1,48,0.8000,-0.7048
1,2,1,49,0.8167,5.4061
1,2,1,50,0.8333,0.2318
1,2,1,51,0.8500,2.9076
1,2,1,52,0.8667,1.6854
1,2,1,53,0.8833,-7.0918
1,2,1,54,0.9000,-9.0501
1,2,1,55,0.9167,-5.7821
1,2,1,56,0.9333,0.0356
1,2,1,57,0.9500,1.2056
1,2,1,58,0.9667,-2.2261
1,2,1,59,0.9833,-6.7465
1,2,1,60,1.0000,3.2924
1,2,1,61,1.0167,-4.1372
1,2,1,62,1.0333,2.1867
1,2,1,63,1.0500,0.0553
1,2,1,64,1.0667,7.8018
1,2,1,65,1.0833,9.3116
1,2,1,66,1.1000,-5.5736
1,2,1,67,1.1167,0.5619
1,2,1,68,1.1333,-6.8083
1,2,1,69,1.1500,-0.6139
1,2,1,70,1.1667,-4.9075
1,2,1,71,1.1833,1.8445
1,2,1,72,1.2000,-4.3074
1,2,1,73,1.2167,10.5000
1,2,1,74,1.2333,-5.7578
1,2,1,75,1.2500,-5.1252
1,2,1,76,1.2667,-9.0961
1,2,1,77,1.2833,9.6023
1,2,1,78,1.3000,4.1135
1,2,1,79,1.3167,3.4526
1,2,1,80,1.3333,4.6593
1,2,1,81,1.3500,-7.8264
1,2,1,82,1.3667,-3.6520
1,2,1,83,1.3833,-0.6366
1,2,1,84,1.4000,-9.9605
1,2,1,85,1.4167,-3.8105
1,2,1,86,1.4333,-2.7466
1,2,1,87,1.4500,5.0674
1,2,1,88,1.4667,0.8205
1,2,1,89,1.4833,3.6299
1,2,1,90,1.5000,0.4153
1,2,1,91,1.5167,1.6981
1,2,1,92,1.5333,-1.3481
1,2,1,93,1.5500,-5.4266
1,2,1,94,1.5667,3.3433
1,2,1,95,1.5833,-4.5166
1,2,1,96,1.6000,3.8871
1,2,1,97,1.6167,-8.6297
1,2,1,98,1.6333,-0.7656
1,2,1,99,1.6500,8.4378
1,2,1,100,1.6667,-14.1485
1,2,1,101,1.6833,-1.6740
1,2,1,102,1.7000,-4.8200
1,2,1,103,1.7167,-3.5493
1,2,1,104,1.7333,0.7629
1,2,1,105,1.7500,4.2933
1,2,1,106,1.7667,-3.5630
1,2,1,107,1.7833,1.8645
1,2,1,108,1.8000,-1.3720
1,2,1,109,1.8167,-0.8043
1,2,1,110,1.8333,6.3173
1,2,1,111,1.8500,2.8718
1,2,1,112,1.8667,-2.8872
1,2,1,113,1.8833,-5.8186
1,2,1,114,1.9000,-1.8187
1,2,1,115,1.9167,-0.0697
1,2,1,116,1.9333,9.7216
1,2,1,117,1.9500,1.8257
1,2,1,118,1.9667,1.5688
1,2,1,119,1.9833,-3.1427
1,2,1,120,2.0000,-1.1750
1,2,1,121,2.0167,-0.0168
1,2,1,122,2.0333,-1.6606
1,2,1,123,2.0500,2.2405
1,2,1,124,2.0667,-2.4596
1,2,2,125,2.0833,6.7634
1,2,2,126,2.1000,-0.9454
1,2,2,127,2.1167,2.7291
1,2,2,128,2.1333,2.3820
1,2,2,129,2.1500,4.6389
1,2,2,130,2.1667,2.1519
1,2,2,131,2.1833,5.9623
1,2,2,132,2.2000,5.0300
1,2,2,133,2.2167,7.4972
1,2,2,134,2.2333,8.8853
1,2,2,135,2.2500,22.9018
1,2,2,136,2.2667,3.5692
1,2,2,137,2.2833,13.6371
1,2,2,138,2.3000,8.1054
1,2,2,139,2.3167,14.5956
1,2,2,140,2.3333,10.1544
1,2,2,141,2.3500,19.7205
1,2,2,142,2.3667,11.9861
1,2,2,143,2.3833,7.5223
1,2,2,144,2.4000,7.7001
1,2,2,145,2.4167,4.4225
1,2,2,146,2.4333,13.7867
1,2,2,147,2.4500,16.6762
1,2,2,148,2.4667,21.8572
1,2,2,149,2.4833,17.8903
1,2,2,150,2.5000,12.7569
1,2,2,151,2.5167,25.0179
1,2,2,152,2.5333,20.2635
1,2,2,153,2.5500,18.4675
1,2,2,154,2.5667,18.4339
1,2,2,155,2.5833,16.0878
1,2,2,156,2.6000,13.4581
1,2,2,157,2.6167,20.8331
1,2,2,158,2.6333,19.2771
1,2,2,159,2.6500,16.5842
1,2,2,160,2.6667,17.4409
1,2,2,161,2.6833,12.7640
1,2,2,162,2.7000,31.4891
1,2,2,163,2.7167,18.0054
1,2,2,164,2.7333,25.6199
1,2,2,165,2.7500,18.5573
1,2,2,166,2.7667,29.2465
1,2,2,167,2.7833,23.5610
1,2,2,168,2.8000,17.7480
1,2,2,169,2.8167,30.4175
